username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Johns Charts,johnscharts,2017-06-28 04:32,6,20,"$ TSLA , $ WYNN , $ AAPL , $ FB , $ AMZN , $ NFLX , $ GOOGL all closing below short term trend",,,,"879837437308088324",https://twitter.com/johnscharts/status/879837437308088324
😺 Airdrop Kitty 😼,AirdropKitties,2017-06-30 04:06,5,4,"Are you Bullish or Bearish on #Tesla ? Start #Trading $ TSLA with #Bitcoin . #Stocks #Cryptocurrency #Blockchain #BTC http://www. elixiumcapital.com/BTC-TSLA/ pic.twitter.com/hFzyVxmKJI",,,#Tesla #Trading #Bitcoin #Stocks #Cryptocurrency #Blockchain #BTC,"880555503713177601",https://twitter.com/AirdropKitties/status/880555503713177601
Mark B. Spiegel,markbspiegel,2017-06-30 03:35,2,12,"This is a fun little podcast interview I just did about $ TSLA ... https:// twitter.com/JasonEBurack/s tatus/880545585648021504 …",,,,"880547730069770240",https://twitter.com/markbspiegel/status/880547730069770240
Ed ☯️,DowdEdward,2017-06-30 03:04,1,4,"But yet when Elon Musk a.k.a "Tony Stark" talks about it billions in market cap magically appear...so weird...$ TSLA https:// twitter.com/mmfa/status/88 0523984453984257 …",,,,"880539974835216385",https://twitter.com/DowdEdward/status/880539974835216385
Ace,Super1NYC,2017-06-30 02:08,2,8,"$ UVXY $ VX_F Volatility Roller Coaster today, 30% moves intraday! $ WFC $ JPM $ TSLA $ AMZN pic.twitter.com/7SO0GwBzyq",,,,"880525861975457792",https://twitter.com/Super1NYC/status/880525861975457792
Option_Sniper,option_snipper,2017-06-30 00:26,0,11,"Nice bounce and great DT for $ amzn $ tsla $ nvda $ baba . Huge risks holding over night so only DT.",,,,"880500301136056320",https://twitter.com/option_snipper/status/880500301136056320
ARK Invest,ARKInvest,2017-06-29 23:35,1,3,"ARK Disrupt Issue 80: $ SNAP Acquisitions, #Remittances , & $ TSLA News http:// arkinv.st/2t4YMHZ",,,#Remittances,"880487525722271744",https://twitter.com/ARKInvest/status/880487525722271744
Twenty Two,22CapTrading,2017-06-29 23:08,1,4,"$ TSLA $8k real quick. #gains #winning #stocks #money pic.twitter.com/GPOrZBbpJZ",,,#gains #winning #stocks #money,"880480586510499840",https://twitter.com/22CapTrading/status/880480586510499840
Ophir Gottlieb,OphirGottlieb,2017-06-29 22:48,2,4,"$ TSLA something to keep in mind. _Very_ low probability trade, but those $352.5 puts that expire tmrrw for $1 could be a thing #likefolio",,,#likefolio,"880475547133857792",https://twitter.com/OphirGottlieb/status/880475547133857792
luis carruthers,orthereaboot,2017-06-29 22:17,4,13,"if $ TSLA ever does sell solar roofs, it will be just for appearances in litigation. not sure anyone even disputes merger was bailout anymore pic.twitter.com/I0bguqU4WN",,,,"880467701033992194",https://twitter.com/orthereaboot/status/880467701033992194
Teslaliving,teslaliving,2017-06-29 22:00,2,5,"$ TSLA current stock price: $361.68. #Tesla #TeslaStock #bot pic.twitter.com/19gSyDdU9i",,,#Tesla #TeslaStock #bot,"880463385288208384",https://twitter.com/teslaliving/status/880463385288208384
Option_Sniper,option_snipper,2017-06-29 21:54,0,7,"Quick 22% profits w/ Jun30 calls DT $ amzn $ baba $ tsla . Covered about 90% of my loss today w/ $ nvda $ baba calls. Another 10-15 mins 2nd wave. https:// twitter.com/option_snipper /status/880452909560983553 …",,,,"880461955353456640",https://twitter.com/option_snipper/status/880461955353456640
Montana Skeptic,MontanaSkeptic1,2017-06-29 21:30,3,10,"This is a huge $ TSLA story, and kudos to @Tweetermeyer for being there first and best. https:// twitter.com/Tweetermeyer/s tatus/880455158060032000 …",,@Tweetermeyer,,"880455839257178112",https://twitter.com/MontanaSkeptic1/status/880455839257178112
John Rosevear,john__rosevear,2017-06-29 16:09,1,5,"Typical TSLA "disruption" "evidence": Compares US BMW sales to global TSLA orders, ignores soaring Z1/Z3 sales. https:// twitter.com/skorusark/stat us/880168994707304448 …",,,,"880375249354854400",https://twitter.com/john__rosevear/status/880375249354854400
Brian D Colwell,BColwell_ECON,2017-06-29 08:42,3,2,"Hi! I'm #Lithium & I'm kind of a big deal. http:// ow.ly/PY87300Jdiu $ lit $ tsla #4ir #renewables #smartgrid #ev pic.twitter.com/ycKDWkg0aS pic.twitter.com/3cL3qjHHR9",,,#Lithium #4ir #renewables #smartgrid #ev,"880262630065176576",https://twitter.com/BColwell_ECON/status/880262630065176576
Capitalist Exploits,capitalistexp,2017-06-29 03:49,1,4,"Producing more electric cars than TSLA already BMW Launches Fresh Attack on Tesla https://www. thestreet.com/story/14202156 /1/tesla-s-model-3-success-spurs-immediate-bmw-response.html … via @TheStreet",,@TheStreet,,"880188816233050112",https://twitter.com/capitalistexp/status/880188816233050112
Bonaire,BonaireVolt,2017-06-29 03:06,3,3,"What's this? They count the sale when the car leaves the lot and not when paid and picked up? $ TSLA pic.twitter.com/LesDFVfEPq",,,,"880178152068325376",https://twitter.com/BonaireVolt/status/880178152068325376
TheHulk👊,HulkCapital,2017-06-29 03:03,1,15,"$ TSLA to all time highs tomorrow?",,,,"880177343167438850",https://twitter.com/HulkCapital/status/880177343167438850
TheHulk👊,HulkCapital,2017-06-29 01:26,1,17,"Do the markets see a day 2 and rip us into the stratosphere? $ SPX $ NTES $ TSLA $ IBB",,,,"880153061875908608",https://twitter.com/HulkCapital/status/880153061875908608
Swat Options Trading,SwatOptions,2017-06-28 22:18,2,3,"$ TSLA just +4.6% to go for ATH... but at #ShortVille no one believe it...stock at 370... ATH at 386.99.... who knows",,,#ShortVille,"880105615078686721",https://twitter.com/SwatOptions/status/880105615078686721
RAUL,IndexModel,2017-06-27 19:58,1,4,"Pedantic Wall Street Journal writers who have not made a single cent investing in $ TSLA and spend 1/2 their life bashing the concept. pic.twitter.com/cHUTgmwWds",,,,"879708040995450881",https://twitter.com/IndexModel/status/879708040995450881
InternationalLithium,ILCtsxv,2017-06-27 18:41,10,5,"Feel free to contact with International #Lithium $ ILC.v http:// internationallithium.com / #Mining #Argentina #Canada #Ireland $ LIT #EVs $ TSLA #BYD pic.twitter.com/9hkNlICTPw",,,#Lithium #Mining #Argentina #Canada #Ireland #EVs #BYD,"879688622890528768",https://twitter.com/ILCtsxv/status/879688622890528768
InternationalLithium,ILCtsxv,2017-06-27 18:39,8,7,"Mariana #Lithium Brine project, #Salta , #Argentina http:// internationallithium.com/international- lithium-files-technical-report-indicated-resource-estimate-1-25-million-tonnes-lce-mariana-lithium-brine-project-argentina/ … $ TSLA #Mining #Commodities $ LIT #China #EVs pic.twitter.com/juPqG8Hb0U",,,#Lithium #Salta #Argentina #Mining #Commodities #China #EVs,"879688060568555521",https://twitter.com/ILCtsxv/status/879688060568555521
Option_Sniper,option_snipper,2017-06-27 18:30,1,19,"I twitted ystd saying NO good entry until mkt settles. Hope u all listened to me. $ amzn $ googl $ fb $ nflx $ tsla $ aapl $ amd https:// twitter.com/option_snipper /status/879391464295464960 …",,,,"879685820738916353",https://twitter.com/option_snipper/status/879685820738916353
InternationalLithium,ILCtsxv,2017-06-27 18:09,11,7,"International #Lithium – The Chinese Bet On Salares. http:// kirillklip.blogspot.com/2016/11/intern ational-lithium-chinese-bet-on.html#.WVIktY4AYZQ.twitter … #Argentina #Lithium M&A #Tesla #Salta $ LIT $ TSLA $ SQM $ ALB $ FMC",,,#Lithium # #Argentina #Lithium #Tesla #Salta,"879680488461537280",https://twitter.com/ILCtsxv/status/879680488461537280
Quoth the Raven,QTRResearch,2017-06-27 17:11,2,12,"$ P news odds - CEO leaving -110 - bought by $ TSLA +550 - any other outcome +150",,,,"879665875678355456",https://twitter.com/QTRResearch/status/879665875678355456
Grant Williams,ttmygh,2017-06-27 17:10,1,12,"Yes... a $ TSLA 'aftermarket coat hooks community' is apparently an actual 'thing' @markbspiegel Cults... pic.twitter.com/iMdbayWvn8",,@markbspiegel,,"879665641795596288",https://twitter.com/ttmygh/status/879665641795596288
Lizi Sparasci,MsSparasci,2017-06-27 16:50,4,10,"How lovely to have our amazing #youngwriters published by @YoungWritersCW Well done @MrsYe_ TSLA and #Creativewritingclub ! pic.twitter.com/GqImQPuXiD",,@YoungWritersCW @MrsYe_,#youngwriters #Creativewritingclub,"879660692453949441",https://twitter.com/MsSparasci/status/879660692453949441
ʜᴀᴘ  🛢,hap317,2017-06-27 16:21,2,10,"Is Tesla getting into the mix-tape business next? $ TSLA",,,,"879653510886961155",https://twitter.com/hap317/status/879653510886961155
Johns Charts,johnscharts,2017-06-27 04:02,5,24,"$ TSLA monthly base with higher highs and expanding volume pic.twitter.com/FytIlafIjw",,,,"879467399120072704",https://twitter.com/johnscharts/status/879467399120072704
EVANNEX for Tesla,evannex_com,2017-06-27 02:15,6,30,"The #TeslaModel3 has already popped up outside the US, view here: http:// ow.ly/9nBy30cUpSK $ TSLA #TeslaMotors #Tesla #ElonMusk",,,#TeslaModel3 #TeslaMotors #Tesla #ElonMusk,"879440389362659329",https://twitter.com/evannex_com/status/879440389362659329
Ihor Dusaniwsky,ihors3,2017-06-27 01:28,6,6,"$ TSLA short interest is $11.12 billion. Up $3.8 billion, or 52%, in 2017. Shorts up $177 million today, down $5.27 billion YTD. @S3Partners pic.twitter.com/95gj6SNimi",,@S3Partners,,"879428662428303362",https://twitter.com/ihors3/status/879428662428303362
Montana Skeptic,MontanaSkeptic1,2017-06-26 23:44,6,11,"$ TSLA has done a terrific job of stiffing New York State and its taxpayers. With plenty of help from Gov Cuomo. https:// seekingalpha.com/article/408395 7-tesla-stiffed-new-york-state-riverbend-factory …",,,,"879402378079895553",https://twitter.com/MontanaSkeptic1/status/879402378079895553
George Pearkes,pearkes,2017-06-26 01:13,4,25,"I agree with Matt: " TSLA is doomed, and Musk has catalyzed a revolution for the better" are not incongruous statements. https:// twitter.com/mbusigin/statu s/879021029045284864 …",,,,"879062494685409280",https://twitter.com/pearkes/status/879062494685409280
St.Benedict Lacrosse,SBA_Lax,2017-06-25 06:42,6,13,"S/O to goalie Henry Ballard & defenseman Chris Stepherson for making the @memphisnews All Metro Lacrosse Team. @EaglesSBA @TSLA _Lacrosse",,@memphisnews @EaglesSBA @TSLA,,"878782828791595008",https://twitter.com/SBA_Lax/status/878782828791595008
Ryan Mallory,SharePlanner,2017-06-25 02:38,11,5,"How to Develop a Powerful List of Stocks to Watch $ SPY $ AAPL $ TSLA $ CTXS $ MSFT $ CVX $ AMZN $ GOOGL $ GOOG $ SNAP $ TWTR http:// bit.ly/2oTRsPv",,,,"878721393457811458",https://twitter.com/SharePlanner/status/878721393457811458
Jon Boorman,JBoorman,2017-06-25 00:14,4,37,"123F in Furnace Creek, Death Valley. Don't tell me it's a dry heat, I'm sweating like a $ TSLA short.",,,,"878685372196294660",https://twitter.com/JBoorman/status/878685372196294660
Joe Lowry,globallithium,2017-06-24 17:11,10,26,"Good luck $ TSLA . JB's talk is bold. Where is the #lithium coming from? Lithium investment is critical for #Model3 . http:// insideevs.com/500k-units-tes la-model-3-battery-needs-exceed-global-plug-ins-combined/ … …",,,#lithium #Model3,"878578736643407872",https://twitter.com/globallithium/status/878578736643407872
Electrek.Co,ElectrekCo,2017-06-24 02:22,32,98,"Tesla $ TSLA increases its credit line by up to $800 million just ahead of Model 3 launch https:// electrek.co/2017/06/23/tes la-tsla-credit-line-model-3-launch/ …",,,,"878355074468245504",https://twitter.com/ElectrekCo/status/878355074468245504
Teslaliving,teslaliving,2017-06-24 01:04,4,12,"Infinite Mile Warranty http:// teslaliving.net/2014/08/15/inf inite-mile-warranty/ … #Tesla $ TSLA @TeslaMotors @eVehicle pic.twitter.com/7t0LUpBqop",,@TeslaMotors @eVehicle,#Tesla,"878335356109717505",https://twitter.com/teslaliving/status/878335356109717505
StockTwits,StockTwits,2017-06-24 00:30,58,88,"How it looks when all the bears finally try to close their Tesla short positions https:// stocktwits.com/HonestJonno/me ssage/86750230?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … $ TSLA pic.twitter.com/lgzzr5TXNm",,,,"878326843627020292",https://twitter.com/StockTwits/status/878326843627020292
Elon Musk News,ElonMuskNewsOrg,2017-06-23 22:30,10,25,"Tesla ( TSLA ) stocks soar in week of record highs http://www. teslarati.com/tesla-tsla-see s-week-record-stock-highs/?utm_source=facebook&utm_medium=social&utm_campaign=elonquotes …",,,,"878296622911938562",https://twitter.com/ElonMuskNewsOrg/status/878296622911938562
FOX Business,FoxBusiness,2017-06-23 21:22,11,16,".@TeslaMotors ($ TSLA ) to create streaming service pic.twitter.com/JrZySPnwhl",,@TeslaMotors,,"878279674157125632",https://twitter.com/FoxBusiness/status/878279674157125632
TML Trader,TMLTrader,2017-06-23 18:17,3,8,"$ TSLA at all-time closing high after finding support at the 10-day. Working on its 5th consecutive up week. pic.twitter.com/XH8w2GG98H",,,,"878233052836536320",https://twitter.com/TMLTrader/status/878233052836536320
EVANNEX for Tesla,evannex_com,2017-06-23 16:58,8,19,"#BMW under serious threat from #Tesla — here's why: http:// ow.ly/WGPI30cPLU4 $ TSLA #TeslaMotors #Tesla #ElectricVehicle #ElonMusk",,,#BMW #Tesla #TeslaMotors #Tesla #ElectricVehicle #ElonMusk,"878213209425149953",https://twitter.com/evannex_com/status/878213209425149953
ISO 14001,eriz35,2017-06-23 05:19,5,16,"the rats are bailing as if the ship is not only sinking but on fire as well $ TSLA https:// twitter.com/mhbergen/statu s/878036764727758848 …",,,,"878037248129806337",https://twitter.com/eriz35/status/878037248129806337
EVANNEX for Tesla,evannex_com,2017-06-23 03:03,3,14,"Big banks are already betting the an #ElectricVehicle future, read here: http:// ow.ly/vhT630cOZgW $ TSLA #TeslaMotors #Tesla #ElonMusk",,,#ElectricVehicle #TeslaMotors #Tesla #ElonMusk,"878002940224520192",https://twitter.com/evannex_com/status/878002940224520192
Ed ☯️,DowdEdward,2017-06-23 02:34,3,22,"$ TSLA is what happens when 90% of daily trade volume is algorithms vs fundamental investors. It's going up on absolute stock promotion fraud pic.twitter.com/wdMUgvS0w2",,,,"877995756098994176",https://twitter.com/DowdEdward/status/877995756098994176
JE$US,WallStJesus,2017-06-23 02:34,11,12,"TODAY'S ACTIVE FLOW: $ AMD $ ORCL $ VRX $ TSLA $ BABA $ FB $ GILD $ AKS $ BBRY $ TWTR $ BX $ AAPL $ AMZN $ TEVA $ X $ COST $ JD $ MU $ CELG $ GE $ MSFT pic.twitter.com/Kw75bW0SFF",,,,"877995683936186370",https://twitter.com/WallStJesus/status/877995683936186370
StockTwits,StockTwits,2017-06-23 01:21,49,55,"Tesla hit all-time highs AGAIN today. Its market cap is now $64 BILLION. It's up 1,897% since its IPO https:// stocktwits.com/mattmillercube d/message/86784071?utm_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam … $ TSLA",,,,"877977463128641537",https://twitter.com/StockTwits/status/877977463128641537
FOX Business,FoxBusiness,2017-06-23 01:00,8,11,"Tesla in talks to build factory in China $ TSLA http:// fxn.ws/2sZ9VwD",,,,"877971960235384832",https://twitter.com/FoxBusiness/status/877971960235384832
StockTwits,StockTwits,2017-06-23 00:51,52,92,"HOW TESLA IS PERFORMING 1-month +15% 3-month +51% YTD +80% 1-year +96% 5-year +1,039% $ TSLA https:// stocktwits.com/symbol/TSLA?ut m_medium=community-twitter&utm_source=twitter.com&utm_campaign=outboundteam …",,,,"877969794150014979",https://twitter.com/StockTwits/status/877969794150014979
Barbarian Capital,BarbarianCap,2017-06-23 00:37,18,25,"After streaming music, $ TSLA will enter",,,,"877966349699432448",https://twitter.com/BarbarianCap/status/877966349699432448
Charley Grant,CGrantWSJ,2017-06-23 00:37,4,21,"$ TSLA CFO left after less than 18 months on the job. Autopilot head just left after 6 months on the job.",,,,"877966305080594433",https://twitter.com/CGrantWSJ/status/877966305080594433
Rudolf E. Havenstein,RudyHavenstein,2017-06-23 00:22,44,116,"Great Leader Elon Gives Us A Happy Life $ TSLA pic.twitter.com/KAwoM8uZML",,,,"877962500402069505",https://twitter.com/RudyHavenstein/status/877962500402069505
Ihor Dusaniwsky,ihors3,2017-06-23 00:16,7,16,"$ TSLA short interest is $11.4 billion,up $812 million, 8%, in June. June MTM loss is $0.9 billion, YTD loss is now $5.2 billion @S3Partners pic.twitter.com/2Y0O5JLEuC",,@S3Partners,,"877961112817422337",https://twitter.com/ihors3/status/877961112817422337
Maxim Jacobs, CFA,MaxJacobsEdison,2017-06-23 00:12,2,16,"Because obviously we just don't have enough streaming music services $ TSLA https:// twitter.com/ApexHurley/sta tus/877955292415352835 …",,,,"877960074328547328",https://twitter.com/MaxJacobsEdison/status/877960074328547328
Business Insider,businessinsider,2017-06-22 21:43,6,11,"Tesla's Autopilot shakeup comes at a crucial time for the company $ TSLA http:// read.bi/2suliLy pic.twitter.com/fUwPqkXjGY",,,,"877922525996392449",https://twitter.com/businessinsider/status/877922525996392449
Joe Lowry,globallithium,2017-06-22 21:08,10,22,"Time will tell but $ TSLA in China would be more #lithium hydroxide demand for China #1 @GanfengLithium https://www. bloomberg.com/news/articles/ 2017-06-22/tesla-said-to-reach-accord-with-shanghai-to-explore-production-j487v0b0 …",,@GanfengLithium,#lithium #1,"877913669916545024",https://twitter.com/globallithium/status/877913669916545024
zerohedge,zerohedge,2017-06-22 18:55,43,56,"oops: SHANGHAI SAYS IT HAS NOT HAD CONTACT WITH TSLA , NOR HAS IT SIGNED AGREEMENT ON BUILDING FACTORY IN CHINA, DISMISSING MEDIA REPORTS",,,,"877880319898116099",https://twitter.com/zerohedge/status/877880319898116099
Mark B. Spiegel,markbspiegel,2017-06-22 18:20,8,28,"WTF kind of car company calls a design "pretty much final" a week before it's supposed to enter production?This car will be a DISASTER $ TSLA pic.twitter.com/RFHip81Ugo",,,,"877871372843790336",https://twitter.com/markbspiegel/status/877871372843790336
Open Outcrier,OpenOutcrier,2017-06-22 17:45,4,5,"$ TSLA (+0.2% pre) Tesla Reaches Pact With Shanghai for China Production - BBG http:// ooc.bz/l/13336",,,,"877862703506653184",https://twitter.com/OpenOutcrier/status/877862703506653184
TheHulk👊,HulkCapital,2017-06-22 16:33,10,19,"Breaking: $ TSLA makes pact with Shanghai for China production! Model 3 production begins in July. BOOM! https://www. bloomberg.com/amp/news/artic les/2017-06-22/tesla-said-to-reach-accord-with-shanghai-to-explore-production-j487v0b0 …",,,,"877844380081676288",https://twitter.com/HulkCapital/status/877844380081676288
🇸 ⭐ 🇲 🇻 🇪 🇸 🇹,SIMVEST,2017-06-22 16:24,10,15,"Tesla Reaches Pact With Shanghai for #China Production #electricvehicles #energystorage #renewables #EV $ TSLA https:// goo.gl/1RrHdg pic.twitter.com/uCNVu56w5G",,,#China #electricvehicles #energystorage #renewables #EV,"877842275262320641",https://twitter.com/SIMVEST/status/877842275262320641
Kirill Klip, private account,kirillklip,2017-06-22 16:17,31,14,"#TheSwitch #EVs & #Lithium Race: #Tesla Has Reached An Accord With #Shanghai To Explore Production In #China . http:// kirillklip.blogspot.com/2017/06/the-sw itch-and-lithium-race-tesla-has.html#.WUue3asbk3o.twitter … $ TSLA pic.twitter.com/pj56sc2NpH",,,#TheSwitch #EVs #Lithium #Tesla #Shanghai #China #,"877840363112628224",https://twitter.com/kirillklip/status/877840363112628224
Jay Van Sciver,HedgeyeIndstrls,2017-06-22 08:53,7,8,"$ TSLA i do love this - and i think it is fair to highlight as skeptic of the $ TSLA bull story pic.twitter.com/ORXyClMRwI",,,,"877728678448320512",https://twitter.com/HedgeyeIndstrls/status/877728678448320512
Option_Sniper,option_snipper,2017-06-22 06:51,8,30,"$ BABA falling wedge b/o on hrly & closed >key 142.6. See 146 then 148. Daily chart great, PT 161. Like it plus $ fb $ amzn $ nflx $ googl $ tsla . pic.twitter.com/cuaQXWYXRY",,,,"877698052747698177",https://twitter.com/option_snipper/status/877698052747698177
Johns Charts,johnscharts,2017-06-22 04:24,8,25,"$ TSLA tight pennant is worth watching pic.twitter.com/SlSCg5F0so",,,,"877661017693618177",https://twitter.com/johnscharts/status/877661017693618177
EVANNEX for Tesla,evannex_com,2017-06-22 02:30,11,24,"Good news for Canadian #Tesla owners, looks like the #ElectricVehicle movement is taking off there, read here: http:// ow.ly/iMXY30cMV9g $ TSLA",,,#Tesla #ElectricVehicle,"877632230029381636",https://twitter.com/evannex_com/status/877632230029381636
Option_Sniper,option_snipper,2017-06-22 01:57,6,25,"FANG gonna explode $ fb $ amzn $ nflx $ googl ! Also $ baba looking great. $ amd $ mu $ avgo all nice! $ tsla after consolidation should fly high! https:// twitter.com/option_snipper /status/877622894800416768 …",,,,"877624014063230976",https://twitter.com/option_snipper/status/877624014063230976
Joe Kunkle,OptionsHawk,2017-06-22 01:47,18,49,"Tesla $ TSLA with 2,000 July $385 calls bought to open $12.55 to $13.30 the last 12 minutes of trading",,,,"877621481324380160",https://twitter.com/OptionsHawk/status/877621481324380160
Astrid,Pennies4Real,2017-06-21 19:45,4,6,"$ WEST is starting to thin..the DD here is awesome! About to hit .002s $ TSLA #momo #Tesla #Teslamotors #NYSE #stocks #OTCRUNNERS",,,#momo #Tesla #Teslamotors #NYSE #stocks #OTCRUNNERS,"877530395159515136",https://twitter.com/Pennies4Real/status/877530395159515136
Joe Lowry,globallithium,2017-06-21 16:46,6,13,"Although $ TSLA gets most of the #lithium electrification hype, they are "a story not the story" http:// tcrn.ch/2swNAU2 via @techcrunch",,@techcrunch,#lithium,"877485401988091904",https://twitter.com/globallithium/status/877485401988091904
Charley Grant,CGrantWSJ,2017-06-21 07:27,12,43,"So what exactly are these senior $ TSLA executives missing about the bull case? What don't they understand about the new paradigm?",,,,"877344686427561985",https://twitter.com/CGrantWSJ/status/877344686427561985
Smerity,Smerity,2017-06-21 06:32,11,69,"Few things could make me even more bullish on already sky high $ TSLA val but @karpathy + Autopilot is one of them :) https:// techcrunch.com/2017/06/20/tes la-hires-deep-learning-expert-andrej-karpathy-to-lead-autopilot-vision/ …",,@karpathy,,"877330852534919170",https://twitter.com/Smerity/status/877330852534919170
